ticker,entry_date,exit_date,entry_price,exit_price,return_pct,holding_days,strategy,star_rating,ccs_score,sector,exit_reason,shares,dollar_pnl,post_exit_return_5d,post_exit_return_10d,post_exit_return_20d,feat_RSI,feat_adx,feat_macd_hist,feat_bollinger_pband,feat_atr_pct,feat_vol_z20,feat_obv_z20,feat_cmf_20,feat_pos_52w,feat_ret_5d,feat_ret_20d,feat_ema_gap_20_50,feat_ema_gap_50_200,feat_volatility_contraction,feat_buy_support_count,feat_alpha_score,feat_factor_momentum,feat_factor_trend,feat_factor_volume,feat_factor_volatility,feat_factor_mean_reversion,feat_bottom_reversal_fit,feat_momentum_fit,feat_reversal_score,feat_low_prob,feat_sector,feat_in_strong_sector,feat_sector_relative_strength,feat_regime,feat_spy_close_to_ema200,feat_ccs_strategy_fit,feat_ccs_timing,feat_ccs_alpha,feat_ccs_risk,feat_ccs_confluence,feat_ccs_penalty
INTU,2026-02-26,2026-03-06,388.0,467.0,0.2036,8,📉 바닥반등,★★★★★ (6.5),0.4135,Unknown,목표가(+20.3%),8.59106529209622,678.69,-0.0579,-0.0245,-0.1063,28.861749628989514,64.03677795296805,1.3060840981343915,0.286473459570305,0.058354541585614754,0.32745946467042275,-1.440443619563187,-0.2510402168391361,0.05052440735652614,-0.021408209515856536,-0.30100844532250715,-0.16183446218632822,-0.1669623854763418,,2,-0.2943064550987885,-0.9646014533042594,0.16201248736883195,-0.5458474281445548,-0.9999514146852628,0.7633295366361255,6.5,1.0,6.0,,Unknown,,-0.3222182309562396,bull,-0.37458926429601624,0.65,0.7,0.447,0.05,0.17,0.0
TER,2026-03-11,2026-03-13,301.0299987792969,290.0,-0.0366,2,📈 모멘텀,★★★★★ (9.0),0.4701,Information Technology,트레일링(-5.1%),11.82461792443571,-130.43,0.0029,0.0193,,51.89398052936316,41.974783148855145,-6.873817002267902,0.28660338963575915,0.06289208797643761,-0.5308915609801164,1.9333964490880122,0.15451364545450047,0.8461215802507795,-0.011340517366339675,-0.029399865789023205,0.108657885774678,0.4690062376606095,,3,0.19479730779794038,0.4166249561392118,0.43405492115531896,0.5259957347168623,-0.9870481369320672,0.2060980959981436,4.0,9.0,6.0,,Information Technology,,-0.01242551180533874,neutral,0.6234551850703093,0.9,0.55,0.597,0.05,0.22,0.0
MCK,2026-03-06,2026-03-23,927.8400268554688,896.1699829101562,-0.0341,17,📈 모멘텀,★★★★★ (9.0),0.5073,Health Care,트레일링(-6.2%),3.836399181249176,-121.5,-0.0401,-0.0441,,50.400539436704875,27.366374487753003,-3.1097293636737326,0.2145461461173106,0.027365271269322117,1.3981101045530644,0.8586182596933589,0.27325420577845977,0.8099966060104437,-0.04343570419749587,0.13397085593956937,0.05163975408485956,0.11731413382321708,,4,0.29046222042093556,0.7491924967101136,0.2028995631465694,0.6027978762836139,-0.762407438421698,0.31852727570975087,5.0,9.0,6.0,,Health Care,,0.11739345268370888,neutral,0.16011104434496767,0.9,0.7,0.645,0.05,0.22,0.0
TER,2026-03-13,2026-03-25,290.0,324.989990234375,0.1207,12,📈 모멘텀,★★★★★ (8.0),0.4727,Information Technology,"시간익절(11일,+10.4%)",11.82461792443571,413.74,-0.0394,0.1207,,46.80211278754159,37.26997563744197,-6.506173721011786,0.10604939739826443,0.06450995213670337,-0.3824691596174949,1.3010331283684229,0.09131792429190465,0.7943042666154593,-0.06207867679258827,-0.10801119056248376,0.09663713932870738,0.4611116585050428,,3,0.16320250923332696,0.18399358994338205,0.385893744456651,0.38725140894295484,-0.9903118712416574,0.5047948540191514,5.0,8.0,6.0,,Information Technology,,-0.07662330477077171,neutral,0.529209409197178,0.8,0.7,0.582,0.05,0.22,0.0
DE,2026-03-26,2026-04-09,572.2862210237639,607.6900024414062,0.0619,14,📈 모멘텀,★★★★★ (8.0),0.4335,Industrials,"시간익절(13일,+6.5%)",6.714965907991,237.74,,,,47.49098571219049,25.74548357288503,-3.7545221905000505,0.34573454318606445,0.028926956389335817,-1.104655773069362,-1.3851435105302956,0.05242731490474405,0.6250566321857688,0.012206070789464674,-0.07315476032718748,0.024389013540261077,0.10853005579261094,,2,-0.03938182691359667,0.14001374133235944,0.1582407617803799,-0.21037977061962262,-0.7150520110555316,0.30410008388545423,5.75,8.0,8.0,,Industrials,,0.011651554669691283,neutral,0.12425752938505574,0.8,0.55,0.48,0.05,0.26,0.0
AXP,2026-03-12,2026-04-09,299.5928774977241,317.7699890136719,0.0607,28,📉 바닥반등,★★★★★ (6.5),0.4028,Financials,기간종료,11.881339600223221,215.97,,,,35.09901459695263,35.09279594890034,-1.048720196277829,0.24690058073043172,0.03334212651046326,-0.5628418238852642,-0.9247593085314473,0.043816451903285224,0.45529864573593987,-0.01677324842468597,-0.15751655957366895,-0.05141218485760054,0.026206710780043004,,2,-0.192942678057022,-0.6733246179187534,-0.1487312684727667,-0.1197430985310933,-0.9597444999330782,0.7268297442200854,6.5,1.25,8.0,,Financials,,-0.06847473908099337,neutral,-0.07317888690475641,0.65,0.55,0.475,0.05,0.31,0.0
KO,2026-03-24,2026-04-09,74.86000061035156,78.18000030517578,0.0443,16,📉 바닥반등,★★★★★ (6.2),0.4213,Consumer Staples,기간종료,45.92660647428848,152.48,,,,39.24908822401209,21.058619629268602,-0.5073609844520686,0.1306232088689704,0.016663583342662203,-0.4593991086940805,-1.6885653848444944,-0.09375140357228248,0.6370487426326407,-0.03482394108327014,-0.0612405718251966,0.014605228616651448,0.05805052028216473,,2,-0.04757351660547729,-0.02987798806498551,0.1279056752460908,-0.5073272867153531,-0.5589914506696418,0.7175074261879308,6.25,4.0,5.5,,Consumer Staples,,0.0004606465247910668,neutral,0.049216353891373035,0.625,0.7,0.54,0.05,0.21,0.0
